Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
San Marino,SMR,1960,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.562
San Marino,SMR,2012,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.26
San Marino,SMR,2021,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.715488
San Marino,SMR,2020,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.656546
San Marino,SMR,2019,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.388979
San Marino,SMR,2018,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.393129
San Marino,SMR,2017,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.397819
San Marino,SMR,2016,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.412331
San Marino,SMR,2015,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.462956
San Marino,SMR,2014,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.574086
San Marino,SMR,2013,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.322069
San Marino,SMR,2012,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.600687
San Marino,SMR,2011,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.631976
San Marino,SMR,2010,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.685523
San Marino,SMR,2009,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.622719
San Marino,SMR,2008,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.2043
San Marino,SMR,2007,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.624146
San Marino,SMR,2006,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.097792
San Marino,SMR,2005,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.536371
San Marino,SMR,2004,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.755043
San Marino,SMR,2003,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.8031
San Marino,SMR,2002,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.147083
San Marino,SMR,2001,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.534017
San Marino,SMR,2000,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.662326
San Marino,SMR,1999,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.15417
San Marino,SMR,1998,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.481534
San Marino,SMR,1997,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.306288
San Marino,SMR,1996,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.780332
San Marino,SMR,1995,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.764695
San Marino,SMR,1994,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.274931
San Marino,SMR,1993,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.771958
San Marino,SMR,1992,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.676172
San Marino,SMR,1991,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.734191
San Marino,SMR,1990,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.022289
San Marino,SMR,1989,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.645603
San Marino,SMR,1988,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.302573
San Marino,SMR,1987,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.173891
San Marino,SMR,1986,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.057857
San Marino,SMR,1985,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.343749
San Marino,SMR,1984,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.021717
San Marino,SMR,1983,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,90.851979
San Marino,SMR,1982,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,90.256169
San Marino,SMR,1981,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.723318
San Marino,SMR,1980,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.104546
San Marino,SMR,1979,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,88.503835
San Marino,SMR,1978,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,88.418395
San Marino,SMR,1977,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,88.397821
San Marino,SMR,1976,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,88.570448
San Marino,SMR,1975,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.122351
San Marino,SMR,1974,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,90.090534
San Marino,SMR,1973,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.050421
San Marino,SMR,1972,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,87.962784
San Marino,SMR,1971,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,86.688969
San Marino,SMR,1970,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,85.662941
San Marino,SMR,1969,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.841101
San Marino,SMR,1968,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.593618
San Marino,SMR,1967,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,85.743765
San Marino,SMR,1966,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,83.901407
San Marino,SMR,1965,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.045386
San Marino,SMR,1964,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.167804
San Marino,SMR,1963,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,82.039106
San Marino,SMR,1962,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.695975
San Marino,SMR,1961,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.42267
San Marino,SMR,1960,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.107463
San Marino,SMR,2021,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.691369
San Marino,SMR,2020,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,84.837314
San Marino,SMR,2019,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,92.047891
San Marino,SMR,2018,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,92.053963
San Marino,SMR,2017,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,92.034596
San Marino,SMR,2016,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,92.282674
San Marino,SMR,2015,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,92.110377
San Marino,SMR,2014,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,91.972723
San Marino,SMR,2013,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,91.571332
San Marino,SMR,2012,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,91.599848
San Marino,SMR,2011,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,91.593297
San Marino,SMR,2010,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,91.351685
San Marino,SMR,2009,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,90.933238
San Marino,SMR,2008,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,90.472386
San Marino,SMR,2007,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,89.958588
San Marino,SMR,2006,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,89.660885
San Marino,SMR,2005,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,89.199893
San Marino,SMR,2004,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,88.533152
San Marino,SMR,2003,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,88.93528
San Marino,SMR,2002,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,88.732628
San Marino,SMR,2001,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,87.992935
San Marino,SMR,2000,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,87.18377
San Marino,SMR,1999,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.996813
San Marino,SMR,1998,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.393586
San Marino,SMR,1997,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.850248
San Marino,SMR,1996,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.678209
San Marino,SMR,1995,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.758551
San Marino,SMR,1994,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.49901
San Marino,SMR,1993,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.494082
San Marino,SMR,1992,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.749706
San Marino,SMR,1991,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.110462
San Marino,SMR,1990,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.796698
San Marino,SMR,1989,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.233371
San Marino,SMR,1988,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.841335
San Marino,SMR,1987,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.337863
San Marino,SMR,1986,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,84.216061
San Marino,SMR,1985,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,83.128009
San Marino,SMR,1984,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,82.550299
San Marino,SMR,1983,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,81.500374
San Marino,SMR,1982,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,80.494652
San Marino,SMR,1981,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,79.715744
San Marino,SMR,1980,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,78.603231
San Marino,SMR,1979,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,78.417669
San Marino,SMR,1978,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,78.173147
San Marino,SMR,1977,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,77.547293
San Marino,SMR,1976,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,77.607172
San Marino,SMR,1975,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,76.861889
San Marino,SMR,1974,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,76.563612
San Marino,SMR,1973,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,75.452331
San Marino,SMR,1972,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,73.530273
San Marino,SMR,1971,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,73.272196
San Marino,SMR,1970,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,72.985638
San Marino,SMR,1969,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,73.732423
San Marino,SMR,1968,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,73.501294
San Marino,SMR,1967,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,73.220729
San Marino,SMR,1966,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,72.45175
San Marino,SMR,1965,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,70.944989
San Marino,SMR,1964,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,70.271566
San Marino,SMR,1963,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,68.097357
San Marino,SMR,1962,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.877186
San Marino,SMR,1961,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.765043
San Marino,SMR,1960,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.574541
San Marino,SMR,2019,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,12.96493
San Marino,SMR,2018,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,12.82909
San Marino,SMR,2012,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,15.93991
San Marino,SMR,2011,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,16.38575
San Marino,SMR,2010,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,16.8928
San Marino,SMR,2008,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,16.41721
San Marino,SMR,2000,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,15.29884
San Marino,SMR,2019,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,13.22723
San Marino,SMR,2018,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,13.26898
San Marino,SMR,2012,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,15.30885
San Marino,SMR,2011,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,15.17457
San Marino,SMR,2010,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,14.87808
San Marino,SMR,2008,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,14.89573
San Marino,SMR,2000,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,13.66085
San Marino,SMR,2022,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2021,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2020,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2019,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2018,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2017,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2016,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2015,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2014,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2013,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2012,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2011,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2010,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2009,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2008,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2007,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2006,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2005,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2004,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2003,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2002,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2001,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2000,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1999,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1998,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1997,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1996,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1995,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1994,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1993,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1992,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1991,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1990,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1989,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1988,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1987,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1986,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1985,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1984,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1983,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1982,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1981,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1980,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1979,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1978,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1977,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1976,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1975,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1974,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1973,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1972,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1971,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,1970,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1
San Marino,SMR,2022,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2021,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2020,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2019,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2018,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2017,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2016,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2015,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2014,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2013,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2012,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2011,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2010,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2009,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2008,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2007,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2006,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2005,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2004,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2003,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2002,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2001,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2000,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1999,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1998,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1997,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1996,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1995,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1994,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1993,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1992,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1991,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1990,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1989,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1988,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1987,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1986,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1985,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1984,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1983,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1982,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1981,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1980,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1979,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1978,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1977,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1976,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1975,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1974,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1973,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1972,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1971,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,1970,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1
San Marino,SMR,2022,The mandatory retirement age for men and women is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
San Marino,SMR,2021,The mandatory retirement age for men and women is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
San Marino,SMR,2020,The mandatory retirement age for men and women is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
San Marino,SMR,2019,The mandatory retirement age for men and women is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
